,,,,,,,,,,,,,,,,,,,,,,,,
연번,"광역자치
단체명","기초자치
단체명",축제명,축제유형,개최기간,개최장소,개최방식,"최초
개최년도(년)",합계 예산(백만원),국비 예산(백만원),지방비 예산(백만원),"기타
(민간, 자부담 등) 예산(백만원)",방문객수(2023년) 합계,방문객수(2023년) 내국인(명),방문객수(2023년) 외국인(명),전담조직명,조직형태,설립근거,국비 지원 부처명,축제 담당자 기관명,축제 담당자 부서명,축제 담당자 직급/직책,축제 담당자 성명,축제 담당자 연락처
630,충남,논산시,논산딸기축제,특산물,3월 초 4일 개최,논산시민가족공원,혼합,1997,"1,430 ", 	- 0,"1,430 ", 	- 0,"360,000 "," 	360,000 ", 	- 0,논산문화관광재단,비영리법인,논산문화관광재단 설립 및 운영에 관한 조례,-,논산시청,문화예술과,주무관,이수빈,041-746-5663
631,충남,논산시,논산연산대추문화축제,특산물,10월 중 3일 개최,논산시 연산면 일원,대면,2002,180 , 	- 0,180 , 	- 0,"35,000 "," 	35,000 ", 	- 0,논산문화관광재단,비영리법인,논산문화관광재단 설립 및 운영에 관한 조례,-,논산시청,문화예술과,주무관,조재호,041-746-5664
632,충남,논산시,논산강경젓갈축제,특산물,10월 중 4일 개최,논산 강경읍 둔치 일원,혼합,1997,"1,150 ", 	- 0,"1,150 ", 	- 0,"285,000 "," 	285,000 ", 	- 0,논산문화관광재단,비영리법인,논산문화관광재단 설립 및 운영에 관한 조례,-,논산시청,문화예술과,주무관,조재호,041-746-5664
633,충남,논산시,논산양촌곶감축제,특산물,12월 초 3일 개최,논산 양촌면 체육공원 일원,대면,2003,180 , 	- 0,180 , 	- 0,"200,000 "," 	200,000 ", 	- 0,논산문화관광재단,비영리법인,논산문화관광재단 설립 및 운영에 관한 조례,-,논산시청,문화예술과,주무관,이수빈,041-746-5663
634,충남,계룡시,2024계룡軍문화축제,문화예술,10월 초순,계룡대 비상활주로 ,대면,2007,"2,900 ", 	- 0,"2,900 ", 	- 0,"825,933 "," 	808,589 "," 	17,344 ",(재)계룡시문화관광재단,비영리법인,계룡시문화관광재단 설립 및 운영조례(2023. 5. 22.) ,-,계룡시청,민군협력담당관,주무관,장민수,042-840-2622
635,충남,계룡시,향적산 봄나들이,문화예술,3월 말 ~ 4월 초,계룡시 향한리 일원,대면,2023,230 , 	- 0,230 , 	- 0,"5,227 "," 	5,120 ", 	107 ,(재)계룡시문화관광재단,비영리법인,계룡시문화관광재단 설립 및 운영조례(2023. 5. 23.),-,계룡시청,민군협력담당관,주무관,장민수,042-840-2622
636,충남,계룡시,사계문화제,전통문화,4월말,사계고택,대면,2024,50 , 	- 0,50 , 	- 0,0 , 	- 0, 	- 0,계룡시청 문화체육관광실,,,-,계룡시청,문화체육관광실,팀장,서태중,042-840-2401
637,충남,당진시,면천진달래민속축제,전통역사,4월 중순,면천읍성 일원,대면,2001,120 , 	- 0,100 ,20 ,"3,000 "," 	3,000 ", 	- 0,면천진달래민속축제집행위원회,위원회,,-,당진시청,면천면사무소,주무관,강태규,041-360-8355
638,충남,당진시,순성벚꽃축제,생태자연,4월 중순,갈산리 특설무대 일원,대면,2005, 	- 0, 	- 0,30 , 	- 0,"1,000 "," 	1,000 ", 	- 0,순성면 축제위원회,위원회,,-,당진시청,순성면사무소,주무관,김혜진,041-360-8406
639,충남,당진시,기지시줄다리기민속축제,전통역사,4월 중순,기지시줄다리기박물관 일원,대면,16세기, 	- 0, 	- 0,300 , 	- 0,"45,000 "," 	45,000 ", 	- 0,"기지시줄다라기축제위원회, 기지시줄다리기보존회",사단법인,,-,당진시청,문화체육과,주무관,고대영,041-350-3606
640,충남,당진시,순성왕매실&당진맥주축제,특산물,6월 중순,순성왕매실마을 및 순성브루어리 일원,대면,2009, 	- 0, 	- 0,30 , 	- 0,"1,500 "," 	1,500 ", 	- 0,순성왕매실영농조합,협동조합,,-,당진시청,순성면사무소,주무관,김혜진,041-360-8406
641,충남,당진시,당진합덕연꽃축제,생태자연,7월 중순,합덕제 일원,대면,2017, 	- 0, 	- 0,95 , 	- 0,"10,000 "," 	10,000 ", 	- 0,당진합덕연꽃축제위원회,위원회,,-,당진시청,문화체육과,주무관,이상식,041-350-4931
642,충남,당진시,심훈상록문화제,전통역사,9월 말,당진 문예의전당 일원,대면,1977, 	- 0, 	- 0,170 , 	- 0,"5,000 "," 	5,000 ", 	- 0,심훈상록문화제집행위원회,위원회,,-,당진시청,문화체육과,주무관,유소영,041-350-3572
643,충남,당진시,삽교호조개구이홍보행사,특산물,10월 초,삽교호관광지 일원,대면,2005, 	- 0, 	- 0,40 , 	- 0,"3,000 "," 	3,000 ", 	- 0,삽교호조개구이홍보행사위원회,위원회,,-,당진시청,문화체육과,주무관,장승률,041-350-3592
644,충남,당진시,남이흥장군문화제,전통역사,10월 말,당진시내 및 충장사 일원,대면,1989, 	- 0, 	- 0,50 , 	- 0,"3,000 "," 	3,000 ", 	- 0,남이흥장군문화제집행위원회,위원회,당진시 당진문화원 지원 및 육성에 관한 조례,-,당진시청,문화체육과,주무관,진용찬,041-350-3581
645,충남,당진시,왜목마을해넘이해돋이소원제,생태자연,12.31~1.1.,왜목마을관광지일원,대면,1999, 	- 0, 	- 0,, 	- 0,0 ,개최예정, 	- 0,왜목마을해넘히해돋이소원제위원회,위원회,,-,당진시청,관광과,주무관,권창중,041-350-3591
646,충남,금산군,재42회 금산세계인삼축제,특산물,09.27.~10.07.,금산인삼관 광장 및 인삼약초거리일원,대면,1981,"35,000 ", 	- 0,"3,500 ", 	- 0,"1,071,038 ","1,069,000 ","2,038 ",금산축제관광재단,재단법인,금산축제관광재단 설립 및 운영 조례(2019년),-,금신군청,관광문화체육과,주무관,이두영,041-750-2252
647,충남,금산군,제4회 금산삼계탕축제,특산물,7월 중,금산인삼관 광장 및 인삼약초거리일원,대면,2021,"1,200 ", 	- 0,"1,200 ", 	- 0,"59,172 ","59,000 ",172 ,금산축제관광재단,재단법인,금산축제관광재단 설립 및 운영 조례(2019년),-,금신군청,관광문화체육과,주무관,이두영,041-750-2252
648,충남,금산군,2023년 비단고을 산꽃축제,생태자연,4월 중,산꽃벚꽃오토캠핑장(보곡산골),대면,2000,90 , 	- 0,90 , 	- 0,"10,000 ","10,000 ",0 ,금산축제관광재단,재단법인,금산축제관광재단 설립 및 운영 조례(2019년),-,금신군청,관광문화체육과,주무관,이두영,041-750-2252
649,충남,금산군,제13회 금산천 봄꽃축제,주민화합,4월 중,금산읍 금산천 둔치,대면,2008,10, 	- 0,10, 	- 0,0 , 	- 0, 	- 0,금산천봄꽃축제추진위원회,위원회,금산군축제육성및지원에관한조례 제17조,-,금신군청,관광문화체육과,주무관,이두영,041-750-2252
650,충남,금산군,제13회 남일면 홍도화축제,주민화합,4월 중,남일면 신정리 홍도마을,대면,2008,10, 	- 0,10, 	- 0,0 , 	- 0, 	- 0,남일면홍도화축제추진위원회,위원회,금산군축제육성및지원에관한조례 제17조,-,금신군청,관광문화체육과,주무관,이두영,041-750-2252
651,충남,부여군,제22회 부여서동연꽃축제,문화예술,07.05.~07.07.,서동공원(궁남지) 일원,대면,2003,139 , 	- 0,139 , 	- 0,"33,000 "," 	32,000 "," 	1,000 ",공모선정 후 추진,민간조직,부여군 부여서동연꽃축제 운영 조례,-,부여군청,문화체육관광과,주무관,장달희,041-830-2209
652,충남,부여군,제70회 백제문화제,전통역사,9~10월중(미정),(미정),대면,1955,"2,500 ", 	- 0,"2,500 ", 	- 0,"1,620,000 "," 	1,540,000 "," 	80,000 ",부여군백제문화선양위원회,위원회,부여군 백제문화선양위원회 조례,-,부여군청,문화체육관광과,주무관,송동훈,041-830-2208
653,충남,부여군,2024년 제19회 부여 굿뜨래 알밤축제,특산물,10~11월중(미정),온라인 축제,비대면,2006,80 , 	- 0,80 , 	- 0,0 , 	- 0, 	- 0,부여군청 산림녹지과,지자체,,-,부여군청,문화체육관광과,주무관,김유진,041-830-2434
654,충남,부여군,2024년 백제고도부여국화축제,생태자연,10~11월중(미정),(미정),대면,2004,320 , 	- 0,320 , 	- 0,"62,200 "," 	61,000 "," 	1,200 ",부여군 농업기술센터,지자체,,-,부여군청,산림녹지과,주무관,박진영,041-830-2591
655,충남,부여군,부여 세도 방울토마토 유채꽃 축제,특산물,4월 중,(미정),대면,2018,320 , 	- 0,270 ,50 ,"24,000 "," 	24,000 ", 	- 0,부여군 굿뜨래경영과,,개최장소 및 개최방식 등 자세한 사항은 협의 중,-,부여군청,문화체육관광과,주무관,,(미정)
656,충남,서천군,동백꽃 주꾸미 축제,특산물,3월 중,서면 마량진항,대면,2000,24 , 	- 0,24 , 	- 0,"230,000 "," 	230,000 ", 	- 0,서면개발위원회,비영리법인,시민 자체 조직,-,서천군청,관광진흥과,주무관,김민지,041-950-4414
657,충남,서천군,자연산 광어 도미 축제,특산물,5월 중,서면 마량진항,대면,2003,24 , 	- 0,24 , 	- 0,"140,000 "," 	140,000 ", 	- 0,서면개발위원회,비영리법인,시민 자체 조직,-,서천군청,수산자원과,주무관,김준식,041-950-4765
658,충남,서천군,꼴뚜기 갑오징어 축제,특산물,5월 중,장항항 물양장,대면,2009,50 , 	- 0,50 , 	- 0,"50,000 "," 	50,000 ", 	- 0,서천군어민회,비영리법인,시민 자체 조직,-,서천군청,관광진흥과,주무관,김민지,041-950-4414
659,충남,서천군,제34회 한산모시문화제,문화예술,6월 7일~9일,한산모시관 일원,대면,1989, 	966 , 	36 ,930 , 	- 0,0 , 	- 0, 	- 0,한산모시문화제추진위원회,비영리법인,서천군 지역축제추진위워회 구성 및 운영 조례 제3조,문화체육관광부,서천군청,관광진흥과,주무관,김수진,041-950-4016
660,충남,서천군,춘장대해수욕장 여름문화예술 축제,문화예술,7월 말~8월 초,서면 도둔리 춘장대해수욕장 일원,대면,2004,60 , 	- 0,60 , 	- 0,"28,000 "," 	28,000 ", 	- 0,춘장대해수욕장운영협의회,비영리법인,시민 자체 조직,-,서천군청,관광진흥과,주무관,김민식,041-950-4253
661,충남,서천군,제2회 장항 맥문동 꽃 축제,기타,8월 23일~27일(예정),장항 송림산림욕장,대면,2023,820 , 	- 0,820 , 	- 0,"200,000 "," 	200,000 ", 	- 0,장항맥문동꽃축제추진위원회,비영리법인,서천군 지역축제추진위워회 구성 및 운영 조례 제3조,-,서천군청,관광진흥과,주무관,서지영,041-950-4020
662,충남,서천군,홍원항 전어 꽃게 축제,특산물,9월 중,서면 홍원항,대면,2001,24 , 	- 0,24 , 	- 0,"160,000 "," 	160,000 ", 	- 0,홍원항마을축제추진위원회,비영리법인,시민 자체 조직,-,서천군청,수산자원과,주무관,김준식,041-950-4765
663,충남,서천군,자하(젓새우) 축제,특산물,9월 중,마서면 일원,대면,2024,50 , 	- 0,50 , 	- 0,0 ,신규, 	- 0,송석항마을축제추진위원회(예정),비영리법인,시민 자체 조직,-,서천군청,관광진흥과,주무관,미정,
664,충남,서천군,서천군 평생학습한마당,기타,10월 초~중반,봄의 마을 광장 일원,대면,2013,70 , 	- 0,70 , 	- 0,"5,000 "," 	5,000 ", 	- 0,서천군평생학습협의회,비영리법인,서천군 평생학습 조례,-,서천군청,자치행정과,주무관,조선예,041-950-4622
665,충남,서천군,판교 도토리묵 축제,특산물,10월 중순 개최,판교면 현암리 149-9번지 일원,대면,2023,, 	- 0,50 , 	- 0,"5,000 "," 	5,000 ", 	- 0,판교면도토리묵 축제추진위원회,비영리법인,서천군 지역축제추진위원회 구성 및 운영조례,-,서천군청,판교면사무소,주무관,김대석,041-950-6505
666,충남,서천군,서천철새여행,생태자연,11월 중,조류생태전시관 일원,대면,2011,80 , 	- 0,80 , 	- 0,"10,000 ","10,000 ", 	- 0,서천철새여행추진위원회,위원회,,-,서천군청,관광진흥과,주무관,이길섭,041-950-4163
667,충남,서천군,2024 서천 마량진항 해넘이 해돋이 행사,기타,12월 31일~1월1일, 서천 마량진항,대면,2000,50 , 	- 0,50 , 	- 0,"3,000 "," 	3,000 ", 	- 0,서면개발위원회,비영리법인,서천군 지역축제추진위워회 구성 및 운영 조례 ,-,서천군청,관광진흥과,주무관,서지영,041-950-4020
668,충남,청양군,칠갑산장승문화축제,문화예술,4월 중,칠갑산장승공원일대,대면,2000,163 , 	- 0,163 , 	- 0,"20,100 "," 	20,000 ", 	100 ,청양문화원,사단법인,청양군 문화원 지원 및 육성에 관한 조례,-,청양군청,문화체육과,주무관,전대현,041-940-2193
669,충남,청양군,고추구기자 문화축제,특산물,9월 초,청양읍 백세건강공원 일원,대면,2000,940 , 	- 0,940 , 	- 0,"81,000 "," 	80,000 "," 	1,000 ",청양고추구기자축제추진위원회,위원회,청양고추구기자축제추진위원회 운영 조례(2014),-,청양군청,농촌공동체과,주무관,이기석,041-940-2302
670,충남,홍성군,홍성남당항 새조개축제,특산물,1.20.~2.11.,남당항 해양분수공원,대면,2004,50 , 	- 0,50 , 	- 0,"300,000 "," 	300,000 ", 	- 0,남당항축제추진위원회,비영리법인,시민 자체 조직,-,홍성군청,문화관광과,주무관,박소영,041-630-1237
671,충남,홍성군,홍성남당항 바다송어축제,특산물,4월 중,남당항 해양분수공원,대면,2021,10 , 	- 0,10 , 	- 0,"150,000 "," 	150,000 ", 	- 0,남당어촌계,비영리법인,시민 자체 조직,-,홍성군청,해양수산과,주무관,박선형,041-630-1266
672,충남,홍성군,구항벚꽃한우축제,생태자연,4월 중,구항면,대면,2007,24 , 	- 0,24 , 	- 0,0 ,취소, 	- 0,구항벚꽃한우축제추진위원회,비영리법인,시민 자체 조직,-,홍성군청,구향면사무소,주무관,전혜강,041-630-9483
673,충남,홍성군,홍성역사인물축제,전통역사,미정,홍주읍성,대면,2014,300 , 	- 0,300 , 	- 0,0 ,취소, 	- 0,홍주문화관광재단,재단법인,지방출자출연기관,-,홍성군청,문화관광과,주무관,박소영,041-630-1237
674,충남,홍성군,홍성남당항 대하축제,특산물,9월 중,남당항 해양분수공원,대면,1996,50 , 	- 0,50 , 	- 0,"400,000 "," 	400,000 ", 	- 0,남당항축제추진위원회,비영리법인,시민 자체 조직,-,홍성군청,문화관광과,주무관,박소영,041-630-1237
675,충남,홍성군,광천김토굴새우젓 대축제,특산물,10월 중,광천전통시장,대면,1996,140 , 	- 0,140 , 	- 0,"13,000 "," 	13,000 ", 	- 0,광천김토굴새우젓대축제추진위원회,비영리법인,시민 자체 조직,-,홍성군청,문화관광과,주무관,박소영,041-630-1237
676,충남,홍성군,홍성사랑국화축제,생태자연,10월 중,홍주읍성,대면,2002,208 , 	- 0,208 , 	- 0,"230,000 "," 	230,000 ", 	- 0,홍성사랑축제추진위원회,임의단체,민관 협업추진,-,홍성군청,농업기술센터,주무관,김영근,041-630-9110
677,충남,홍성군,홍성군 가족축제,문화예술,10월 중,홍주읍성,대면,2012,20 , 	- 0,20 , 	- 0,"2,000 "," 	2,000 ", 	- 0,홍성군가족센터,비영리법인,,-,홍성군청,가정행복과,주무관,김수정,041-630-1635
678,충남,홍성군,글로벌 바베큐 페스티벌 in홍성,특산물,11월 중,홍주읍성,대면,2019,"1,069 ", 	- 0,"1,069 ", 	- 0,"450,000 "," 	450,000 ", 	- 0,홍주문화관광재단,재단법인,지방출자출연기관,-,홍성군청,문화관광과,주무관,박소영,041-630-1237
679,충남,예산군,제51회 윤봉길 평화축제,역사인물,4월~5월 중,덕산면 충의사 일원,대면,1973,200 , 	- 0,200 , 	- 0,"20,002 ","20,002 ", 	- 0,공모,,예산군 축제 지원 및 운영 조례,-,예산군청,문화관광과,주무관,장솔림,339-7317
680,충남,예산군,제8회 예산장터삼국축제,지역경제활성화,10월 중,예산상설시장 일원,대면,2017,669 , 	- 0,669 , 	- 0,"417,815 ","417,815 ", 	- 0,공모,,예산군 축제 지원 및 운영 조례,-,예산군청,문화관광과,주무관,장솔림,339-7317
681,충남,예산군,제21회 예산황토사과축제,지역농특산물홍보,10~11월 중,예산종합운동장 일원,대면,1983,200 , 	- 0,200 , 	- 0,"28,031 ","28,031 ", 	- 0,공모,,예산군 축제 지원 및 운영 조례,-,예산군청,문화관광과,주무관,장솔림,339-7317
682,충남,예산군,2023 의좋은형제축제,전통역사,10월 중,대흥면 의좋은형제공원 일원,대면,2005,200 , 	- 0,200 , 	- 0,"49,243 ","49,243 ", 	- 0,공모,,예산군 축제 지원 및 운영 조례,-,예산군청,문화관광과,주무관,이승민,339-7318
683,충남,예산군,제5회 예산황새축제,테마(새),9월 중,광시면 예산황새공원 일원,대면,2018,80 , 	- 0,80 , 	- 0,"15,984 ","15,984 ", 	- 0,공모,,예산군 축제 지원 및 운영 조례,-,예산군청,문화관광과,주무관,최순상,339-7338
684,충남,태안군,제12회 몽산포항 주꾸미축제,특산물,4월중,몽산포항,대면,2010,98 , 	- 0,49 ,49 ,"100,000 "," 	100,000 ", 	- 0,몽산포항 주꾸미축제 추진위원회,비영리법인,,-,태안군청,수산과,주무관,안숙주,041-670-2875
